month,date,hour,R-value [m2k/w],Stories,Weighted temp. setpoint [C],Weighted RH%,Solar irradiation [w/m2],Outside temp. [C],Outside RH%,Heating Load [kwh],Cooling load [kwh]
3,5,16,3.8,19,24,76,0.192,8,62,224.00,74.1
3,5,17,3.9,22,22,65,0.162,6,62,252.38,79.2
3,5,18,3.5,3,24,79,0,4,62,45.96,9.9
3,5,19,3.4,3,20,64,0,3,62,43.34,9.45
3,5,20,3.5,21,17,75,0,0,62,298.68,56.7
3,5,21,3.3,30,16,71,0,-2,62,461.27,72
3,5,22,3.4,16,18,69,0,-4,62,260.80,33.6
3,5,23,4.1,20,18,72,0,-5,62,277.07,39
3,5,24,4.3,6,18,79,0,-7,62,83.19,9.9
3,6,1,4.2,19,19,60,0,-8,62,276.50,28.5
3,6,2,3.9,30,19,74,0,-8,62,474.77,45
3,6,3,4.0,9,18,65,0,-7,62,132.26,14.85
3,6,4,3.3,1,16,68,0,-6,62,16.78,1.8
3,6,5,4.2,26,18,74,0,-4,62,344.93,54.6
3,6,6,3.4,11,17,66,0,-2,62,167.07,26.4
3,6,7,3.4,30,17,72,0.162,-2,62,430.24,72
3,6,8,3.4,7,21,73,0.192,-2,62,109.16,16.8
3,6,9,3.7,25,22,79,0.222,0,62,348.51,67.5
3,6,10,4.1,29,23,61,0.252,2,62,345.31,87
3,6,11,4.1,16,22,68,0.282,4,62,175.30,52.8
3,6,12,3.3,5,21,71,0.312,5,62,63.79,17.25
3,6,13,4.3,11,22,67,0.282,6,62,108.62,39.6
3,6,14,4.3,11,24,77,0.252,7,62,114.76,41.25
3,6,15,3.8,12,20,62,0.222,8,62,121.77,46.8
3,6,16,3.4,15,21,61,0.192,8,62,178.32,58.5
3,6,17,3.4,27,21,69,0.162,6,62,347.66,97.2
3,6,18,4.1,16,23,69,0,4,62,202.22,52.8
3,6,19,3.4,11,23,67,0,3,62,171.15,34.65
3,6,20,4.0,6,16,69,0,0,62,72.33,16.2
3,6,21,3.6,14,17,63,0,-2,62,200.12,33.6
3,6,22,3.8,25,18,71,0,-4,62,365.39,52.5
3,6,23,4.1,23,18,75,0,-5,62,319.64,44.85
3,6,24,3.7,28,18,62,0,-7,62,443.46,46.2
3,7,1,3.6,19,16,76,0,-8,62,307.38,28.5
3,7,2,3.6,29,16,73,0,-8,62,467.71,43.5
3,7,3,3.3,22,19,76,0,-7,62,404.27,36.3
3,7,4,4.0,24,17,77,0,-6,62,342.60,43.2
3,7,5,4.1,20,17,73,0,-4,62,265.66,42
3,7,6,3.8,3,17,78,0,-2,62,41.34,7.2
3,7,7,3.4,1,19,73,0.162,-2,62,15.06,2.4
3,7,8,4.3,24,20,63,0.192,-2,62,285.88,57.6
3,7,9,4.2,3,23,76,0.222,0,62,37.57,8.1
3,7,10,3.9,29,24,75,0.252,2,62,377.30,87
3,7,11,3.5,10,20,72,0.282,4,62,122.17,33
3,7,12,3.9,13,20,60,0.312,5,62,134.93,44.85
3,7,13,3.5,5,20,72,0.282,6,62,57.66,18
3,7,14,3.5,14,22,63,0.252,7,62,166.48,52.5
3,7,15,4.1,3,23,61,0.222,8,62,30.89,11.7
3,7,16,4.0,21,24,69,0.192,8,62,233.00,81.9
3,7,17,4.0,5,21,68,0.162,6,62,54.65,18
3,7,18,3.9,9,21,74,0,4,62,114.74,29.7
3,7,19,3.8,29,20,76,0,3,62,380.36,91.35
3,7,20,3.5,18,18,80,0,0,62,263.73,48.6
3,7,21,4.3,8,19,68,0,-2,62,100.76,19.2
3,7,22,3.3,5,18,69,0,-4,62,83.97,10.5
3,7,23,4.2,20,16,67,0,-5,62,257.62,39
3,7,24,3.3,6,18,73,0,-7,62,107.75,9.9
3,8,1,4.1,13,17,62,0,-8,62,185.80,19.5
3,8,2,4.0,1,17,67,0,-8,62,14.73,1.5
3,8,3,4.1,14,18,72,0,-7,62,202.15,23.1
3,8,4,4.1,26,18,65,0,-6,62,365.14,46.8
3,8,5,4.0,11,19,63,0,-4,62,154.72,23.1
3,8,6,3.7,18,18,64,0,-2,62,256.48,43.2
3,8,7,3.4,12,16,72,0.162,-2,62,167.86,28.8
3,8,8,3.5,17,22,68,0.192,-2,62,261.90,40.8
3,8,9,3.8,19,21,60,0.222,0,62,247.40,51.3
3,8,10,4.2,18,21,73,0.252,2,62,201.51,54
3,8,11,4.1,24,24,60,0.282,4,62,275.59,79.2
3,8,12,4.1,26,22,70,0.312,5,62,274.20,89.7
3,8,13,4.1,22,23,64,0.282,6,62,233.31,79.2
3,8,14,4.1,2,21,71,0.252,7,62,19.95,7.5
3,8,15,4.3,26,22,79,0.222,8,62,253.83,101.4
3,8,16,4.3,24,20,71,0.192,8,62,221.58,93.6
3,8,17,3.5,7,22,78,0.162,6,62,91.04,25.2
3,8,18,3.5,29,24,74,0,4,62,441.79,95.7
3,8,19,3.6,26,23,76,0,3,62,385.96,81.9
3,8,20,3.8,20,16,67,0,0,62,253.16,54
3,8,21,4.3,20,16,72,0,-2,62,236.28,48
3,8,22,4.2,30,18,80,0,-4,62,400.57,63
3,8,23,4.0,13,16,60,0,-5,62,175.24,25.35
3,8,24,4.2,4,17,60,0,-7,62,54.78,6.6
3,9,1,3.8,7,17,73,0,-8,62,109.16,10.5
3,9,2,3.9,11,19,67,0,-8,62,172.90,16.5
3,9,3,4.1,21,17,67,0,-7,62,295.54,34.65
3,9,4,3.9,29,17,63,0,-6,62,418.34,52.2
3,9,5,3.3,2,19,79,0,-4,62,34.68,4.2
3,9,6,4.1,4,18,65,0,-2,62,51.49,9.6
3,9,7,4.3,17,18,77,0.162,-2,62,198.70,40.8
3,9,8,4.3,3,23,77,0.192,-2,62,38.83,7.2
3,9,9,4.3,3,20,71,0.222,0,62,33.98,8.1
3,9,10,3.4,12,20,71,0.252,2,62,161.29,36
3,9,11,3.3,25,24,61,0.282,4,62,356.21,82.5
3,9,12,4.2,26,24,67,0.312,5,62,281.42,89.7
3,9,13,3.9,24,22,78,0.282,6,62,265.35,86.4
3,9,14,4.3,1,22,64,0.252,7,62,9.69,3.75
3,9,15,3.9,1,22,62,0.222,8,62,10.50,3.9
3,9,16,3.5,2,22,64,0.192,8,62,23.82,7.8
3,9,17,3.3,25,23,78,0.162,6,62,353.94,90
3,9,18,4.0,13,22,67,0,4,62,164.13,42.9
3,9,19,4.3,24,20,69,0,3,62,275.83,75.6
3,9,20,3.6,27,18,72,0,0,62,381.00,72.9
3,9,21,4.0,20,16,71,0,-2,62,253.70,48
3,9,22,3.3,7,17,75,0,-4,62,115.78,14.7
3,9,23,3.8,20,19,80,0,-5,62,307.79,39
3,9,24,3.5,12,17,65,0,-7,62,197.42,19.8
3,10,1,3.7,7,17,72,0,-8,62,112.00,10.5
3,10,2,4.1,14,16,78,0,-8,62,199.28,21
3,10,3,4.0,16,16,77,0,-7,62,228.40,26.4
3,10,4,3.9,25,17,72,0,-6,62,364.10,45
3,10,5,4.0,6,17,80,0,-4,62,82.32,12.6
3,10,6,3.3,6,19,60,0,-2,62,98.04,14.4
3,10,7,3.6,22,19,65,0.162,-2,62,310.08,52.8
3,10,8,4.1,8,22,78,0.192,-2,62,106.38,19.2
3,10,9,3.3,6,23,71,0.222,0,62,95.09,16.2
3,10,10,3.4,9,23,69,0.252,2,62,130.18,27
3,10,11,4.3,15,21,77,0.282,4,62,154.40,49.5
3,10,12,3.3,30,22,70,0.312,5,62,393.09,103.5
3,10,13,4.3,18,22,66,0.282,6,62,177.49,64.8
3,10,14,3.5,20,24,62,0.252,7,62,251.20,75
3,10,15,3.3,11,21,76,0.222,8,62,135.33,42.9
3,10,16,4.0,17,20,76,0.192,8,62,170.00,66.3
3,10,17,3.4,28,23,66,0.162,6,62,378.82,100.8
3,10,18,4.2,20,22,73,0,4,62,242.19,66
3,10,19,4.3,16,23,72,0,3,62,197.95,50.4
3,10,20,4.0,20,19,77,0,0,62,261.50,54
3,10,21,3.8,22,17,66,0,-2,62,298.97,52.8
3,10,22,4.0,19,18,75,0,-4,62,264.96,39.9
3,10,23,4.1,11,16,74,0,-5,62,146.27,21.45
3,10,24,3.5,21,18,77,0,-7,62,357.00,34.65
3,11,1,4.2,19,17,75,0,-8,62,258.88,28.5
3,11,2,4.1,18,18,78,0,-8,62,256.61,27
3,11,3,4.0,7,16,68,0,-7,62,95.73,11.55
3,11,4,3.8,27,18,80,0,-6,62,402.16,48.6
3,11,5,4.2,26,19,63,0,-4,62,336.30,54.6
3,11,6,3.7,20,19,66,0,-2,62,284.05,48
3,11,7,3.7,22,16,71,0.162,-2,62,275.18,52.8
3,11,8,4.1,9,24,75,0.192,-2,62,118.33,21.6
3,11,9,3.4,4,20,75,0.222,0,62,55.56,10.8
3,11,10,4.1,5,21,70,0.252,2,62,55.10,15
3,11,11,3.7,3,22,77,0.282,4,62,35.70,9.9
3,11,12,4.3,17,20,62,0.312,5,62,155.10,58.65
3,11,13,3.6,5,23,66,0.282,6,62,58.62,18
3,11,14,3.7,13,20,75,0.252,7,62,138.98,48.75
3,11,15,4.1,16,20,75,0.222,8,62,153.09,62.4
3,11,16,3.4,12,21,76,0.192,8,62,144.64,46.8
3,11,17,3.8,22,21,67,0.162,6,62,248.83,79.2
3,11,18,4.2,5,22,66,0,4,62,58.99,16.5
3,11,19,3.4,12,23,79,0,3,62,185.38,37.8
3,11,20,4.0,2,16,62,0,0,62,23.63,5.4
3,11,21,3.3,15,18,63,0,-2,62,233.30,36
3,11,22,3.6,8,16,64,0,-4,62,114.22,16.8
3,11,23,4.3,16,16,79,0,-5,62,199.16,31.2
3,11,24,3.5,14,16,68,0,-7,62,218.80,23.1
3,12,1,3.5,29,17,72,0,-8,62,472.29,43.5
3,12,2,4.1,17,16,65,0,-8,62,230.02,25.5
3,12,3,3.7,5,18,62,0,-7,62,76.01,8.25
3,12,4,3.9,7,18,79,0,-6,62,101.46,12.6
3,12,5,3.4,8,16,60,0,-4,62,120.94,16.8
3,12,6,4.1,8,18,65,0,-2,62,100.44,19.2
3,12,7,4.3,14,18,71,0.162,-2,62,157.19,33.6
3,12,8,3.9,10,24,77,0.192,-2,62,138.60,24
3,12,9,3.4,18,22,73,0.222,0,62,259.84,48.6
3,12,10,4.0,9,22,80,0.252,2,62,105.59,27
3,12,11,3.6,25,23,78,0.282,4,62,313.23,82.5
3,12,12,4.3,17,20,66,0.312,5,62,156.28,58.65
3,12,13,4.3,4,24,70,0.282,6,62,40.47,14.4
3,12,14,4.1,22,20,72,0.252,7,62,211.04,82.5
3,12,15,3.7,15,24,76,0.222,8,62,175.56,58.5
3,12,16,3.3,16,22,71,0.192,8,62,201.72,62.4
3,12,17,3.7,24,24,65,0.162,6,62,297.28,86.4
3,12,18,3.6,18,22,75,0,4,62,251.13,59.4
3,12,19,3.8,2,20,71,0,3,62,25.75,6.3
3,12,20,3.7,15,16,66,0,0,62,192.77,40.5
3,12,21,3.8,19,17,61,0,-2,62,251.63,45.6
3,12,22,4.1,11,17,78,0,-4,62,143.40,23.1
3,12,23,3.8,30,16,63,0,-5,62,413.09,58.5
3,12,24,3.6,28,19,71,0,-7,62,450.53,46.2
3,13,1,4.2,21,18,70,0,-8,62,289.25,31.5
3,13,2,4.2,12,19,67,0,-8,62,167.50,18
3,13,3,3.3,8,19,68,0,-7,62,139.88,13.2
3,13,4,3.8,11,18,61,0,-6,62,160.15,19.8
3,13,5,4.2,30,18,69,0,-4,62,384.11,63
3,13,6,4.1,26,16,80,0,-2,62,320.88,62.4
3,13,7,4.1,11,18,73,0.162,-2,62,129.93,26.4
3,13,8,4.0,13,24,71,0.192,-2,62,174.22,31.2
3,13,9,3.7,23,21,64,0.222,0,62,294.68,62.1
3,13,10,4.1,15,23,71,0.252,2,62,172.88,45
3,13,11,4.0,2,20,75,0.282,4,62,20.94,6.6
3,13,12,3.7,9,21,78,0.312,5,62,100.78,31.05
3,13,13,4.1,26,24,66,0.282,6,62,273.98,93.6
3,13,14,3.8,15,24,79,0.252,7,62,173.11,56.25
3,13,15,3.7,17,21,74,0.222,8,62,184.50,66.3
3,13,16,4.1,19,24,63,0.192,8,62,199.29,74.1
3,13,17,4.3,8,20,78,0.162,6,62,79.64,28.8
3,13,18,3.5,27,24,75,0,4,62,402.88,89.1
3,13,19,4.1,29,22,65,0,3,62,357.02,91.35
3,13,20,3.3,3,19,80,0,0,62,46.91,8.1
3,13,21,3.4,20,19,77,0,-2,62,313.97,48
3,13,22,3.8,16,17,80,0,-4,62,225.68,33.6
3,13,23,3.5,13,16,72,0,-5,62,196.86,25.35
3,13,24,4.3,10,17,73,0,-7,62,130.41,16.5
3,14,1,4.0,7,19,74,0,-8,62,103.51,10.5
3,14,2,3.6,28,16,69,0,-8,62,433.81,42
3,14,3,3.4,29,18,71,0,-7,62,485.54,47.85
3,14,4,3.6,26,18,76,0,-6,62,406.61,46.8
3,14,5,3.4,9,17,63,0,-4,62,138.51,18.9
3,14,6,3.6,24,18,76,0,-2,62,348.67,57.6
3,14,7,4.3,14,19,67,0.162,-2,62,159.47,33.6
3,14,8,3.7,20,24,74,0.192,-2,62,290.97,48
3,14,9,3.9,15,21,80,0.222,0,62,186.94,40.5
3,14,10,4.2,30,23,61,0.252,2,62,333.25,90
3,14,11,3.9,29,21,68,0.282,4,62,314.95,95.7
3,14,12,4.2,27,22,66,0.312,5,62,266.98,93.15
3,14,13,4.1,5,23,64,0.282,6,62,51.29,18
3,14,14,3.8,5,23,65,0.252,7,62,55.01,18.75
3,14,15,3.6,30,23,71,0.222,8,62,349.42,117
3,14,16,4.3,3,24,73,0.192,8,62,30.53,11.7
3,14,17,3.5,10,20,68,0.162,6,62,120.16,36
3,14,18,3.3,6,24,62,0,4,62,93.18,19.8
3,14,19,3.5,2,20,76,0,3,62,28.17,6.3
3,14,20,3.3,8,18,62,0,0,62,119.39,21.6
3,14,21,3.6,28,17,76,0,-2,62,399.00,67.2
3,14,22,3.5,2,19,69,0,-4,62,31.30,4.2
3,14,23,4.1,16,16,73,0,-5,62,207.12,31.2
3,14,24,3.9,11,18,71,0,-7,62,160.56,18.15
3,15,1,3.4,8,19,75,0,-8,62,139.35,12
3,15,2,4.1,17,19,71,0,-8,62,244.32,25.5
3,15,3,3.4,12,16,60,0,-7,62,192.00,19.8
3,15,4,4.3,14,18,79,0,-6,62,184.03,25.2
3,15,5,3.6,1,17,66,0,-4,62,14.60,2.1
3,15,6,3.7,7,16,76,0,-2,62,95.16,16.8
3,15,7,3.3,23,19,78,0.162,-2,62,347.13,55.2
3,15,8,3.6,21,20,70,0.192,-2,62,288.93,50.4
3,15,9,3.7,12,22,67,0.222,0,62,157.72,32.4
3,15,10,3.5,22,22,65,0.252,2,62,287.92,66
3,15,11,3.5,1,20,78,0.282,4,62,12.03,3.3
3,15,12,3.7,9,23,62,0.312,5,62,102.72,31.05
3,15,13,3.4,29,21,73,0.282,6,62,347.40,104.4
3,15,14,3.3,9,20,66,0.252,7,62,106.04,33.75
3,15,15,3.6,2,21,64,0.222,8,62,21.89,7.8
3,15,16,4.1,4,22,60,0.192,8,62,40.08,15.6
3,15,17,4.3,27,24,67,0.162,6,62,288.71,97.2
3,15,18,3.3,29,24,71,0,4,62,456.31,95.7
3,15,19,4.1,9,21,76,0,3,62,110.41,28.35
3,15,20,4.1,2,18,70,0,0,62,24.32,5.4
3,15,21,3.4,2,18,60,0,-2,62,30.24,4.8
3,15,22,4.2,10,19,73,0,-4,62,131.13,21
3,15,23,3.7,6,16,70,0,-5,62,85.70,11.7
3,15,24,4.3,19,19,73,0,-7,62,256.61,31.35
3,16,1,3.8,4,19,65,0,-8,62,61.55,6
3,16,2,3.3,2,16,64,0,-8,62,33.58,3
3,16,3,4.1,5,19,78,0,-7,62,71.28,8.25
3,16,4,3.8,19,19,79,0,-6,62,287.63,34.2
3,16,5,4.2,3,18,64,0,-4,62,38.14,6.3
3,16,6,4.2,12,16,65,0,-2,62,141.36,28.8
3,16,7,4.2,10,17,71,0.162,-2,62,112.57,24
3,16,8,3.7,19,23,64,0.192,-2,62,267.44,45.6
3,16,9,4.1,5,22,78,0.222,0,62,60.31,13.5
3,16,10,3.6,13,22,62,0.252,2,62,164.59,39
3,16,11,4.2,26,24,64,0.282,4,62,278.91,85.8
3,16,12,3.7,13,20,80,0.312,5,62,142.58,44.85
3,16,13,3.9,4,23,69,0.282,6,62,43.52,14.4
3,16,14,4.0,7,23,67,0.252,7,62,73.42,26.25
3,16,15,4.2,4,20,73,0.222,8,62,37.22,15.6
3,16,16,3.3,4,24,66,0.192,8,62,52.40,15.6
3,16,17,3.3,17,21,71,0.162,6,62,222.96,61.2
3,16,18,3.5,12,21,70,0,4,62,167.49,39.6
3,16,19,4.0,1,22,79,0,3,62,12.88,3.15
3,16,20,4.0,29,17,63,0,0,62,350.36,78.3
3,16,21,4.2,5,16,61,0,-2,62,58.72,12
3,16,22,4.3,5,19,77,0,-4,62,64.39,10.5
3,16,23,4.0,6,19,71,0,-5,62,83.89,11.7
3,16,24,4.0,1,19,63,0,-7,62,14.33,1.65
3,17,1,3.6,28,19,66,0,-8,62,455.39,42
3,17,2,3.5,1,18,63,0,-8,62,16.38,1.5
3,17,3,4.1,5,16,62,0,-7,62,66.16,8.25
3,17,4,4.0,21,19,66,0,-6,62,296.89,37.8
3,17,5,4.1,5,17,79,0,-4,62,65.27,10.5
3,17,6,4.1,4,18,75,0,-2,62,50.95,9.6
3,17,7,3.3,13,17,80,0.162,-2,62,188.91,31.2
3,17,8,3.7,18,20,66,0.192,-2,62,239.50,43.2
3,17,9,4.2,11,24,67,0.222,0,62,132.60,29.7
3,17,10,3.4,24,23,72,0.252,2,62,334.09,72
3,17,11,3.4,26,22,73,0.282,4,62,334.41,85.8
3,17,12,3.6,4,22,62,0.312,5,62,45.81,13.8
3,17,13,4.3,25,24,68,0.282,6,62,252.06,90
3,17,14,3.9,15,20,63,0.252,7,62,148.67,56.25
3,17,15,4.1,13,22,73,0.222,8,62,130.25,50.7
3,17,16,3.4,17,21,75,0.192,8,62,204.53,66.3
3,17,17,4.3,10,21,75,0.162,6,62,101.35,36
3,17,18,3.3,17,22,68,0,4,62,256.03,56.1
3,17,19,4.3,29,20,67,0,3,62,327.94,91.35
3,17,20,4.0,2,17,77,0,0,62,24.69,5.4
3,17,21,4.2,10,19,62,0,-2,62,124.40,24
3,17,22,4.1,17,18,68,0,-4,62,222.66,35.7
3,17,23,3.5,24,17,65,0,-5,62,366.69,46.8
3,17,24,3.5,10,18,71,0,-7,62,162.64,16.5
3,18,1,3.6,10,17,65,0,-8,62,156.88,15
3,18,2,3.6,20,16,70,0,-8,62,310.28,30
3,18,3,3.5,10,18,70,0,-7,62,162.43,16.5
3,18,4,3.4,24,16,72,0,-6,62,381.18,43.2
3,18,5,4.3,12,16,66,0,-4,62,143.86,25.2
3,18,6,3.7,24,19,60,0,-2,62,339.89,57.6
3,18,7,3.8,20,17,64,0.162,-2,62,246.08,48
3,18,8,3.3,24,22,74,0.192,-2,62,376.95,57.6
3,18,9,3.9,25,20,69,0.222,0,62,299.87,67.5
3,18,10,4.2,15,24,65,0.252,2,62,170.73,45
3,18,11,4.1,21,22,64,0.282,4,62,220.53,69.3
3,18,12,3.3,27,22,66,0.312,5,62,339.79,93.15
3,18,13,3.7,19,22,75,0.282,6,62,215.06,68.4
3,18,14,3.3,2,22,63,0.252,7,62,24.64,7.5
3,18,15,3.6,3,24,62,0.222,8,62,35.21,11.7
3,18,16,4.2,17,24,78,0.192,8,62,178.62,66.3
3,18,17,3.4,26,21,68,0.162,6,62,329.24,93.6
3,18,18,3.7,18,21,62,0,4,62,234.73,59.4
3,18,19,3.9,4,23,71,0,3,62,53.26,12.6
3,18,20,4.3,23,19,67,0,0,62,270.78,62.1
3,18,21,3.6,13,17,73,0,-2,62,184.44,31.2
3,18,22,4.2,6,18,72,0,-4,62,77.14,12.6
3,18,23,3.7,10,18,67,0,-5,62,147.64,19.5
3,18,24,4.0,6,19,80,0,-7,62,87.90,9.9
3,19,1,4.2,30,19,69,0,-8,62,419.82,45
3,19,2,3.3,23,17,76,0,-8,62,399.36,34.5
3,19,3,3.5,16,18,69,0,-7,62,259.54,26.4
3,19,4,4.0,10,17,62,0,-6,62,135.63,18
3,19,5,3.3,24,17,64,0,-4,62,381.09,50.4
3,19,6,3.7,21,19,70,0,-2,62,299.96,50.4
3,19,7,3.3,21,16,66,0.162,-2,62,292.12,50.4
3,19,8,4.1,6,20,78,0.192,-2,62,73.36,14.4
3,19,9,3.8,11,24,73,0.222,0,62,147.86,29.7
3,19,10,3.5,15,21,75,0.252,2,62,195.24,45
3,19,11,4.2,3,23,60,0.282,4,62,31.47,9.9
3,19,12,4.3,29,24,61,0.312,5,62,292.06,100.05
3,19,13,4.3,3,22,69,0.282,6,62,28.90,10.8
3,19,14,3.8,7,20,63,0.252,7,62,71.21,26.25
3,19,15,3.4,21,23,80,0.222,8,62,263.15,81.9
3,19,16,3.4,7,20,67,0.192,8,62,80.92,27.3
3,19,17,3.6,30,21,70,0.162,6,62,360.04,108
3,19,18,3.8,21,24,69,0,4,62,286.13,69.3
3,19,19,3.9,12,20,65,0,3,62,149.15,37.8
3,19,20,4.1,12,17,75,0,0,62,144.07,32.4
3,19,21,3.7,17,17,61,0,-2,62,231.22,40.8
3,19,22,4.3,17,16,66,0,-4,62,203.80,35.7
3,19,23,3.4,22,19,65,0,-5,62,358.96,42.9
3,19,24,4.1,26,16,78,0,-7,62,351.63,42.9
3,20,1,3.5,24,17,78,0,-8,62,393.94,36
3,20,2,3.4,12,17,74,0,-8,62,201.71,18
3,20,3,3.5,5,19,61,0,-7,62,81.89,8.25
3,20,4,3.6,10,18,77,0,-6,62,156.60,18
3,20,5,4.3,21,18,77,0,-4,62,265.55,44.1
3,20,6,3.9,27,17,70,0,-2,62,352.04,64.8
3,20,7,3.6,23,17,76,0.162,-2,62,304.46,55.2
3,20,8,4.0,6,21,62,0.192,-2,62,74.90,14.4
3,20,9,3.4,18,23,61,0.222,0,62,261.16,48.6
3,20,10,3.3,15,24,68,0.252,2,62,218.32,45
3,20,11,4.0,13,21,78,0.282,4,62,140.09,42.9
3,20,12,3.4,2,21,80,0.312,5,62,24.46,6.9
3,20,13,4.2,28,23,65,0.282,6,62,280.87,100.8
3,20,14,3.5,30,20,61,0.252,7,62,331.33,112.5
3,20,15,4.2,27,22,61,0.222,8,62,259.26,105.3
3,20,16,3.5,9,23,80,0.192,8,62,111.29,35.1
3,20,17,3.9,19,21,69,0.162,6,62,210.12,68.4
3,20,18,3.6,7,20,63,0,4,62,92.02,23.1
3,20,19,3.9,16,24,61,0,3,62,214.67,50.4
3,20,20,3.3,22,18,62,0,0,62,328.33,59.4
3,20,21,4.1,10,19,73,0,-2,62,129.45,24
3,20,22,3.8,22,19,73,0,-4,62,318.86,46.2
3,20,23,3.6,6,18,60,0,-5,62,90.67,11.7
3,20,24,3.4,19,19,70,0,-7,62,323.28,31.35
3,21,1,3.8,15,19,69,0,-8,62,200.8851675,45
3,21,2,3.4,30,16,73,0,-8,62,428.6631016,90
3,21,3,3.9,29,19,68,0,-7,62,372.0652681,95.7
3,21,4,3.4,24,19,62,0,-6,62,345.8823529,86.4
3,21,5,3.9,10,18,63,0,-4,62,119.4405594,42
3,21,6,4.3,12,19,73,0,-2,62,128.7272727,57.6
3,21,7,3.8,14,19,75,0.162,-2,62,159.9014354,67.2
3,21,8,4.3,9,22,65,0.192,-2,62,94.13276956,43.2
3,21,9,3.7,13,21,65,0.222,0,62,147.5739558,70.2
3,21,10,4.2,14,24,77,0.252,2,62,142.4606061,84
3,21,11,4.1,9,23,68,0.282,4,62,86.57161863,59.4
3,21,12,4.2,8,20,71,0.312,5,62,68.10735931,55.2
3,21,13,3.6,22,22,77,0.282,6,62,228.0111111,158.4
3,21,14,4.2,8,24,78,0.252,7,62,73.68311688,60
3,21,15,3.8,29,21,80,0.222,8,62,274.7507177,226.2
3,21,16,4.2,12,23,72,0.192,8,62,108.187013,93.6
3,21,17,4.2,13,24,62,0.162,6,62,125.278355,93.6
3,21,18,4.2,17,24,79,0,4,62,184.2770563,112.2
3,21,19,3.9,8,21,69,0,3,62,89.28671329,50.4
3,21,20,4.3,16,16,70,0,0,62,156.0084567,86.4
3,21,21,3.4,22,18,66,0,-2,62,291.5294118,105.6
3,21,22,4.2,11,18,61,0,-4,62,122,46.2
3,21,23,4.2,23,19,61,0,-5,62,264.0519481,89.7
3,21,24,4.3,11,17,66,0,-7,62,123.627907,36.3
3,22,1,4.3,29,16,78,0,-8,62,328.8710359,87
3,22,2,3.6,30,17,80,0,-8,62,413.7878788,90
3,22,3,3.6,8,16,61,0,-7,62,105.3333333,26.4
3,22,4,4.2,23,16,67,0,-6,62,255.8874459,82.8
3,22,5,3.3,21,18,78,0,-4,62,299.9008264,88.2
3,22,6,3.9,7,19,64,0,-2,62,82.20512821,33.6
3,22,7,4.2,16,17,73,0.162,-2,62,158.8294372,76.8
3,22,8,3.5,24,24,70,0.192,-2,62,320.8644156,115.2
3,22,9,4.0,25,21,72,0.222,0,62,264.1022727,135
3,22,10,3.5,11,24,79,0.252,2,62,134.5485714,66
3,22,11,3.5,2,23,76,0.282,4,62,22.70233766,13.2
3,22,12,4.3,19,23,72,0.312,5,62,168.9995772,131.1
3,22,13,4.3,10,21,68,0.282,6,62,84.10570825,72
3,22,14,3.7,14,24,64,0.252,7,62,144.444226,105
3,22,15,4.3,2,20,61,0.222,8,62,16.0769556,15.6
3,22,16,3.8,2,24,80,0.192,8,62,20.51291866,15.6
3,22,17,3.8,19,21,75,0.162,6,62,192.4636364,136.8
3,22,18,3.8,27,23,69,0,4,62,315.0861244,178.2
3,22,19,3.7,21,21,68,0,3,62,246.8402948,132.3
3,22,20,3.7,24,17,67,0,0,62,276.5601966,129.6
3,22,21,4.1,8,17,73,0,-2,62,86.81152993,38.4
3,22,22,3.7,1,18,60,0,-4,62,12.5995086,4.2
3,22,23,4.3,26,19,78,0,-5,62,294.8498943,101.4
3,22,24,3.9,10,18,61,0,-7,62,125.7342657,33
3,23,1,3.7,19,18,66,0,-8,62,256.5700246,57
3,23,2,4.0,13,17,66,0,-8,62,159.7227273,39
3,23,3,3.4,7,19,61,0,-7,62,102.6417112,23.1
3,23,4,3.7,24,19,77,0,-6,62,321.3759214,86.4
3,23,5,3.3,17,19,79,0,-4,62,247.1790634,71.4
3,23,6,3.9,2,19,78,0,-2,62,23.74825175,9.6
3,23,7,4.2,10,17,66,0.162,-2,62,98.66233766,48
3,23,8,3.4,11,20,73,0.192,-2,62,141.1529412,52.8
3,23,9,3.8,21,24,80,0.222,0,62,248.6942584,113.4
3,23,10,3.4,29,20,64,0.252,2,62,332.5850267,174
3,23,11,4.0,13,22,72,0.282,4,62,125.9877273,85.8
3,23,12,4.3,20,23,73,0.312,5,62,178.0634249,138
3,23,13,4.3,17,22,71,0.282,6,62,146.645666,122.4
3,23,14,3.3,8,22,66,0.252,7,62,88.75371901,60
3,23,15,3.8,25,23,72,0.222,8,62,245.7057416,195
3,23,16,4.0,17,23,60,0.192,8,62,159.6918182,132.6
3,23,17,3.5,9,24,68,0.162,6,62,104.6384416,64.8
3,23,18,4.3,26,20,78,0,4,62,255.2727273,171.6
3,23,19,3.9,10,23,62,0,3,62,115.1515152,63
3,23,20,3.7,12,17,77,0,0,62,139.4594595,64.8
3,23,21,3.8,22,19,61,0,-2,62,264.9473684,105.6
3,23,22,3.7,21,17,74,0,-4,62,262.009828,88.2
3,23,23,3.9,22,19,73,0,-5,62,274.0512821,85.8
3,23,24,3.3,14,18,76,0,-7,62,210.0385675,46.2
3,24,1,3.9,13,18,68,0,-8,62,166.7878788,39
3,24,2,4.1,13,17,79,0,-8,62,157.3259424,39
3,24,3,4.0,22,19,76,0,-7,62,276.8,72.6
